imt,level,mean_poe,p16_poe,p84_poe
SA(0.5),0.026919217945085727,0.10398267954587936,0.07551442086696625,0.1281207799911499
SA(0.5),0.037694755050621406,0.06846372038125992,0.04948888719081879,0.08444247394800186
SA(0.5),0.052783649258493485,0.04305029287934303,0.030777884647250175,0.053132038563489914
SA(0.5),0.0739125012300015,0.025907890871167183,0.01886657066643238,0.03188752010464668
SA(0.5),0.10349905538590448,0.014943715184926987,0.010735410265624523,0.01827249303460121
SA(0.5),0.14492885895500504,0.008259641006588936,0.005854355171322823,0.009995303116738796
SA(0.5),0.20294266531885968,0.00435964809730649,0.003074553096666932,0.005213376134634018
SA(0.5),0.2841789116652696,0.0021759590599685907,0.001536323456093669,0.0027710103895515203
SA(0.5),0.39793334589536544,0.0010102692758664489,0.0007139642257243395,0.0012976201251149178
SA(0.5),0.557222725808732,0.00042729536653496325,0.0002988689229823649,0.0005799390492029488
SA(0.5),0.780274308148474,0.00016082447837106884,0.00010904469672823325,0.00024004740407690406
SA(0.5),1.0926115676149946,5.228885856922716e-05,3.3058975532185286e-05,8.495392103213817e-05
SA(0.5),1.529974811702931,1.3656200280820485e-05,6.9635202635254245e-06,2.560028042353224e-05
SA(0.5),2.142410893154905,2.404477527306881e-06,4.4676119159703376e-07,6.20094260739279e-06
SA(0.5),3.0,4.338052406183124e-07,7.989828354482142e-09,1.362921125291905e-06
SA(1.0),0.005,0.23120860755443573,0.17326383292675018,0.28639331459999084
SA(1.0),0.0068536280318835935,0.17605778574943542,0.13176687061786652,0.21769487857818604
SA(1.0),0.009394443439884114,0.12917384505271912,0.09683631360530853,0.15880857408046722
SA(1.0),0.01287720418070694,0.09141013026237488,0.06880856305360794,0.11129909008741379
SA(1.0),0.017651113509036333,0.06251062452793121,0.04733019322156906,0.07508156448602676
SA(1.0),0.024194833267898123,0.041397448629140854,0.0316183865070343,0.04897448047995567
SA(1.0),0.03316447750232326,0.026589490473270416,0.02032315358519554,0.031404007226228714
SA(1.0),0.04545939853453909,0.016568215563893318,0.01272717397660017,0.019508887082338333
SA(1.0),0.06231236162177699,0.010002708993852139,0.007809180300682783,0.011826097965240479
SA(1.0),0.08541314966877565,0.005831236485391855,0.00455155223608017,0.0067893993109464645
SA(1.0),0.11707799137227792,0.0032606618478894234,0.0025524585507810116,0.003798538586124778
SA(1.0),0.1604818007171339,0.0017297174781560898,0.0013594096526503563,0.002085984917357564
SA(1.0),0.2199765136004211,0.0008574298699386418,0.0006746403523720801,0.0010853682179003954
SA(1.0),0.30152743999357373,0.00038940529339015484,0.000295638688839972,0.0005112297949381173
SA(1.0),0.41331138302441106,0.00015839886327739805,0.00011621550947893411,0.00021012806973885745
SA(1.0),0.5665364961185355,5.6111817684723064e-05,3.931160244974308e-05,7.467103569069877e-05
SA(1.0),0.7765660821766212,1.6327796402038075e-05,1.0519123861740809e-05,2.1743839170085266e-05
SA(1.0),1.0644590138831418,3.144421270917519e-06,1.5065400020830566e-06,4.527267265075352e-06
