imt,level,mean_poe,p16_poe,p84_poe
SA(0.6),0.0064,0.7309166789054871,0.6727498173713684,0.7890816330909729
SA(0.6),0.0087,0.6187570691108704,0.5490782260894775,0.6871610879898071
SA(0.6),0.012,0.49454477429389954,0.42112529277801514,0.5666531920433044
SA(0.6),0.016,0.3879195749759674,0.31772029399871826,0.4581962525844574
SA(0.6),0.021,0.2977921962738037,0.2355971485376358,0.35977572202682495
SA(0.6),0.027,0.2267986685037613,0.17375056445598602,0.2799495756626129
SA(0.6),0.036,0.1610986590385437,0.11914166063070297,0.2027197778224945
SA(0.6),0.047,0.1142573431134224,0.08216363936662674,0.14565317332744598
SA(0.6),0.062,0.07797811925411224,0.05425170809030533,0.10150878876447678
SA(0.6),0.081,0.05269722267985344,0.0355059914290905,0.06930045038461685
SA(0.6),0.11,0.03272562101483345,0.021460020914673805,0.043773919343948364
SA(0.6),0.14,0.021998634561896324,0.013998427428305149,0.02996562235057354
SA(0.6),0.18,0.014224511571228504,0.008564850315451622,0.019797850400209427
SA(0.6),0.24,0.008372742682695389,0.004686824511736631,0.011925204657018185
SA(0.6),0.31,0.005063394550234079,0.0026151412166655064,0.00741114467382431
SA(0.6),0.4,0.0029667422641068697,0.0014049247838556767,0.0043848189525306225
SA(0.6),0.53,0.00157251360360533,0.0006593618891201913,0.0023517687804996967
SA(0.6),0.69,0.0008265093201771379,0.0003027388302143663,0.0012632373254746199
SA(0.6),0.9,0.0004103833925910294,0.00012993268319405615,0.0006298968801274896
SA(0.6),1.18,0.00018964061746373773,4.9289141315966845e-05,0.0002885403810068965
SA(0.6),1.54,8.364536915905774e-05,1.6397116269217804e-05,0.00012489491200540215
SA(0.6),2.01,3.474349432508461e-05,5.0587514124345034e-06,4.985528357792646e-05
SA(0.6),2.62,1.3669980035047047e-05,1.3660891227118555e-06,1.8368860764894634e-05
SA(0.6),3.42,5.0516655392129906e-06,3.120608198514674e-07,6.36647928331513e-06
SA(0.6),4.47,1.753212814037397e-06,6.051809720020174e-08,2.052377112704562e-06
SA(0.6),5.95,5.29673968685529e-07,8.586209077066087e-09,5.684494794877537e-07
SA(1.0),0.00019,0.9996843338012695,0.9994813203811646,0.9998744130134583
SA(1.0),0.004,0.6553443074226379,0.5896130204200745,0.7209863662719727
SA(1.0),0.0055,0.5384422540664673,0.4684177339076996,0.6080267429351807
SA(1.0),0.0074,0.43019017577171326,0.3599395155906677,0.4993865489959717
SA(1.0),0.0099,0.33245816826820374,0.2703359127044678,0.39608702063560486
SA(1.0),0.013,0.25305619835853577,0.1988973617553711,0.30826500058174133
SA(1.0),0.017,0.18813638389110565,0.14286161959171295,0.23309889435768127
SA(1.0),0.023,0.13069701194763184,0.09680740535259247,0.16438379883766174
SA(1.0),0.03,0.09257838129997253,0.067112036049366,0.1174553632736206
SA(1.0),0.04,0.062163203954696655,0.04432104900479317,0.07938657701015472
SA(1.0),0.052,0.04225396364927292,0.029576845467090607,0.05477755889296532
SA(1.0),0.068,0.02780015394091606,0.019122706726193428,0.036733563989400864
SA(1.0),0.089,0.01778321899473667,0.0117257134988904,0.024082375690340996
SA(1.0),0.12,0.010449941270053387,0.00647394172847271,0.014490146189928055
SA(1.0),0.15,0.006835923530161381,0.004097581375390291,0.009789332747459412
SA(1.0),0.2,0.0038044792599976063,0.002125284168869257,0.005619419272989035
SA(1.0),0.26,0.0021369734313338995,0.0010955650359392166,0.0031727305613458157
SA(1.0),0.34,0.0011310933623462915,0.0005284402286633849,0.001701987232081592
SA(1.0),0.44,0.0005843932740390301,0.00024331950407940894,0.0008998753037303686
SA(1.0),0.58,0.00027160198078490794,9.495768608758226e-05,0.0004292363009881228
SA(1.0),0.76,0.00012033883103867993,3.504203777993098e-05,0.000200023059733212
SA(1.0),0.99,5.077814421383664e-05,1.1804911082435865e-05,8.617430285084993e-05
SA(1.0),1.29,1.995474121940788e-05,3.794838903559139e-06,3.47493878507521e-05
SA(1.0),1.69,7.133905455702916e-06,1.0415955102871521e-06,1.30052230815636e-05
SA(1.0),2.2,2.422476427454967e-06,2.486409869106865e-07,4.526417342276545e-06
SA(1.0),2.88,7.433985160787415e-07,4.921053431417022e-08,1.3767481732429587e-06
SA(1.0),3.83,1.951017480905648e-07,7.012540770290343e-09,3.4346928146078426e-07
SA(2.0),4.6e-05,0.9997217655181885,0.9995898604393005,0.9999262094497681
SA(2.0),0.002,0.5388681888580322,0.4787602722644806,0.6003301739692688
SA(2.0),0.0027,0.4361622929573059,0.381204217672348,0.4954231083393097
SA(2.0),0.0036,0.34428438544273376,0.293759286403656,0.39612695574760437
SA(2.0),0.0049,0.25796350836753845,0.21632476150989532,0.3031168282032013
SA(2.0),0.0065,0.19222243130207062,0.15853333473205566,0.22816309332847595
SA(2.0),0.0086,0.14003048837184906,0.11441890150308609,0.16861291229724884
SA(2.0),0.011,0.10399233549833298,0.08374904096126556,0.1264985054731369
SA(2.0),0.015,0.06978781521320343,0.055814966559410095,0.08577501028776169
SA(2.0),0.02,0.04705163091421127,0.03692636266350746,0.05849354714155197
SA(2.0),0.026,0.03210737928748131,0.024600666016340256,0.0404912605881691
SA(2.0),0.034,0.021158810704946518,0.01576412282884121,0.027196912094950676
SA(2.0),0.044,0.013754637911915779,0.009980235248804092,0.017979348078370094
SA(2.0),0.058,0.008342068642377853,0.005823899060487747,0.01130715198814869
SA(2.0),0.076,0.004889319185167551,0.0032262587919831276,0.006818681955337524
SA(2.0),0.099,0.0027608138043433428,0.0017286515794694424,0.003965938929468393
SA(2.0),0.13,0.0014483309350907803,0.0008539024856872857,0.0021281412336975336
SA(2.0),0.17,0.0007220190018415451,0.0003913307737093419,0.0010942677035927773
SA(2.0),0.22,0.0003478516882751137,0.0001697153493296355,0.0005441349931061268
SA(2.0),0.29,0.00014813322923146188,6.412809307221323e-05,0.00023951184994075447
SA(2.0),0.38,5.9556074120337144e-05,2.257860978716053e-05,9.699218207970262e-05
SA(2.0),0.49,2.349736496398691e-05,7.497238584619481e-06,3.845016181003302e-05
SA(2.0),0.65,7.650653969903942e-06,1.985802327908459e-06,1.220547710545361e-05
SA(2.0),0.84,2.5359204300912097e-06,5.264375886326889e-07,3.979016582889017e-06
SA(2.0),1.1,7.221540272439597e-07,1.1131888300042192e-07,1.1235952115384862e-06
SA(2.0),1.44,1.8531248713316018e-07,2.0949958212668207e-08,2.901888933593e-07
SA(2.0),1.91,3.9186524247725174e-08,2.6793869345453913e-09,5.7249778251389216e-08
