building_id,resident_population
santo_domingo_475,9.9264
santo_domingo_476,10.8196
santo_domingo_477,31.9430
santo_domingo_478,3.6334
santo_domingo_479,2.8360
santo_domingo_480,4.8476
santo_domingo_481,2.2935
santo_domingo_482,26.9016
santo_domingo_483,18.7018
santo_domingo_484,12.9418
santo_domingo_485,41.7669
santo_domingo_486,2.2769
santo_domingo_487,2.6619
santo_domingo_488,96.8764
santo_domingo_489,60.2978
santo_domingo_490,16.6612
santo_domingo_491,2.8229
santo_domingo_492,18.7436
santo_domingo_493,8.8264
santo_domingo_494,42.3335
santo_domingo_495,103.3600
santo_domingo_496,12.5182
santo_domingo_497,50.7563
santo_domingo_498,52.1516
santo_domingo_499,41.9662
santo_domingo_500,9.0136
santo_domingo_501,5.4473
santo_domingo_502,43.8616
santo_domingo_503,42.0392
santo_domingo_504,16.3789
santo_domingo_505,29.2380
santo_domingo_506,1.1155
santo_domingo_507,0.3999
santo_domingo_508,17.1749
santo_domingo_509,24.1501
santo_domingo_510,19.8021
santo_domingo_511,5.2304
santo_domingo_512,26.8137
santo_domingo_513,35.1664
santo_domingo_514,4.9329
santo_domingo_515,5.1754
santo_domingo_516,5.4853
santo_domingo_517,11.4729
santo_domingo_518,2.7924
santo_domingo_519,4.2679
santo_domingo_520,41.1670
santo_domingo_521,1.0850
santo_domingo_522,1.6226
santo_domingo_523,1.8647
santo_domingo_524,1.7337
santo_domingo_525,1.9504
santo_domingo_526,2.9485
santo_domingo_527,3.4049
santo_domingo_528,56.5002
santo_domingo_529,0.7238
santo_domingo_530,0.7070
santo_domingo_531,14.7020
santo_domingo_532,57.5789
santo_domingo_533,74.5659
santo_domingo_534,28.4834
santo_domingo_535,12.2531
santo_domingo_536,1.2537
santo_domingo_537,1.7015
santo_domingo_538,11.0032
santo_domingo_539,74.0559
santo_domingo_540,1.1513
santo_domingo_541,6.0711
santo_domingo_542,3.6755
santo_domingo_543,3.5345
santo_domingo_544,9.4717
santo_domingo_545,0.3488
santo_domingo_546,13.6335
santo_domingo_547,6.4210
santo_domingo_548,15.5214
santo_domingo_549,3.1202
santo_domingo_550,0.8295
santo_domingo_551,4.8293
santo_domingo_552,40.3960
santo_domingo_553,0.8717
santo_domingo_554,1.6037
santo_domingo_555,0.3987
santo_domingo_556,5.2306
santo_domingo_557,0.8156
santo_domingo_558,1.4942
santo_domingo_559,8.7080
santo_domingo_560,4.9666
santo_domingo_561,4.2048
santo_domingo_562,2.3196
santo_domingo_563,2.5207
santo_domingo_564,1.8694
santo_domingo_565,1.9291
santo_domingo_566,1.7172
santo_domingo_567,0.7395
santo_domingo_568,0.9026
santo_domingo_569,3.0047
santo_domingo_570,0.3230
santo_domingo_571,0.6383
santo_domingo_572,2.0707
santo_domingo_573,2.5321
santo_domingo_574,1.3291
santo_domingo_575,1.4281
santo_domingo_576,2.1081
santo_domingo_577,3.1627
santo_domingo_578,0.7262
santo_domingo_579,2.5935
santo_domingo_580,1.5650
santo_domingo_581,1.0736
santo_domingo_582,11.9240
santo_domingo_583,13.0953
santo_domingo_584,31.1281
santo_domingo_585,5.3895
santo_domingo_586,3.0371
santo_domingo_587,2.2317
santo_domingo_588,0.8092
santo_domingo_589,2.2120
santo_domingo_590,5.4377
santo_domingo_591,1.5432
santo_domingo_592,4.1280
santo_domingo_593,1.4225
santo_domingo_594,56.1029
santo_domingo_595,7.4882
santo_domingo_596,29.7177
santo_domingo_597,24.1121
santo_domingo_598,8.4719
santo_domingo_599,32.3536
santo_domingo_600,14.9809
santo_domingo_601,12.8976
santo_domingo_602,18.7943
santo_domingo_603,18.7140
santo_domingo_604,9.3961
santo_domingo_605,4.9833
santo_domingo_606,12.0223
santo_domingo_607,4.8957
santo_domingo_608,18.2889
santo_domingo_609,17.3322
santo_domingo_610,15.2769
santo_domingo_611,4.4523
santo_domingo_612,15.5476
santo_domingo_613,24.4749
santo_domingo_614,24.7260
santo_domingo_615,10.0847
santo_domingo_616,12.8454
santo_domingo_617,16.1517
santo_domingo_618,17.9073
santo_domingo_619,12.7825
santo_domingo_620,5.6644
santo_domingo_621,9.6092
santo_domingo_622,18.8736
santo_domingo_623,11.0767
santo_domingo_624,15.8341
santo_domingo_625,10.9578
santo_domingo_626,8.2332
santo_domingo_627,31.8601
santo_domingo_628,5.8165
santo_domingo_629,16.3741
santo_domingo_630,4.6150
santo_domingo_631,25.0185
santo_domingo_632,12.6170
santo_domingo_633,10.5051
santo_domingo_634,2.4235
santo_domingo_635,9.7586
santo_domingo_636,9.5582
santo_domingo_637,7.8234
santo_domingo_638,13.2450
santo_domingo_639,36.2888
santo_domingo_640,17.9873
santo_domingo_641,30.2614
santo_domingo_642,6.4900
santo_domingo_643,8.7909
santo_domingo_644,4.6227
santo_domingo_645,71.8936
santo_domingo_646,44.8414
santo_domingo_647,0.5259
santo_domingo_648,27.2423
santo_domingo_649,8.2413
santo_domingo_650,16.4010
santo_domingo_651,17.8345
santo_domingo_652,14.7493
santo_domingo_653,23.1519
santo_domingo_654,4.5020
santo_domingo_655,0.9625
santo_domingo_656,3.3604
santo_domingo_657,1.2742
santo_domingo_658,4.9714
santo_domingo_659,0.5820
santo_domingo_660,0.8990
santo_domingo_661,4.7414
santo_domingo_662,1.6879
santo_domingo_663,34.8982
santo_domingo_664,3.0735
santo_domingo_665,18.0311
santo_domingo_666,4.3261
santo_domingo_667,7.3317
santo_domingo_668,17.6570
santo_domingo_669,11.1853
santo_domingo_670,1.7744
santo_domingo_671,0.6670
santo_domingo_672,0.9598
santo_domingo_673,1.3331
santo_domingo_674,2.0351
santo_domingo_675,0.9270
santo_domingo_676,1.6559
santo_domingo_677,1.7370
santo_domingo_678,0.2516
santo_domingo_679,0.7048
santo_domingo_680,0.9882
santo_domingo_681,1.7393
santo_domingo_682,1.8166
santo_domingo_683,0.6148
santo_domingo_684,0.7979
santo_domingo_685,0.6964
santo_domingo_686,7.0196
santo_domingo_687,1.1673
santo_domingo_688,10.0275
santo_domingo_689,4.5581
santo_domingo_690,13.4545
santo_domingo_691,9.8523
santo_domingo_692,14.4954
santo_domingo_693,30.6008
santo_domingo_694,3.0246
santo_domingo_695,15.5869
santo_domingo_696,5.5772
santo_domingo_697,1.6531
santo_domingo_698,22.6849
santo_domingo_699,4.6380
santo_domingo_700,2.4530
santo_domingo_701,1.4151
santo_domingo_702,6.0223
santo_domingo_703,6.8623
santo_domingo_704,6.3676
santo_domingo_705,11.9218
santo_domingo_706,7.4038
santo_domingo_707,5.8164
santo_domingo_708,6.0648
santo_domingo_709,3.5028
santo_domingo_710,3.6243
santo_domingo_711,18.4680
santo_domingo_712,21.5987
santo_domingo_713,4.9608
santo_domingo_714,3.4471
santo_domingo_715,24.9476
santo_domingo_716,1.3355
santo_domingo_717,2.0352
santo_domingo_718,3.6381
santo_domingo_719,2.7565
santo_domingo_720,5.0045
santo_domingo_721,1.0322
santo_domingo_722,6.8033
santo_domingo_723,1.8633
santo_domingo_724,1.2338
santo_domingo_725,2.9153
santo_domingo_726,41.5536
santo_domingo_727,8.5790
santo_domingo_728,2.2485
santo_domingo_729,9.9977
santo_domingo_730,3.2543
santo_domingo_731,1.0739
santo_domingo_732,3.8901
santo_domingo_733,1.0116
santo_domingo_734,0.8638
santo_domingo_735,2.7104
santo_domingo_736,0.9507
santo_domingo_737,0.6460
santo_domingo_738,2.1060
santo_domingo_739,2.3484
santo_domingo_740,2.7432
santo_domingo_741,6.2898
santo_domingo_742,7.6404
santo_domingo_743,13.6206
santo_domingo_744,1.1923
santo_domingo_745,15.6934
santo_domingo_746,2.3713
santo_domingo_747,1.2902
santo_domingo_748,1.1421
santo_domingo_749,1.5800
santo_domingo_750,0.8165
santo_domingo_751,1.4265
santo_domingo_752,0.8411
santo_domingo_753,1.1403
santo_domingo_754,2.3190
santo_domingo_755,1.2717
santo_domingo_756,0.4344
santo_domingo_757,0.5303
santo_domingo_758,0.6079
santo_domingo_759,0.3992
santo_domingo_760,1.0195
santo_domingo_761,0.3754
santo_domingo_762,1.5650
santo_domingo_763,0.3720
santo_domingo_764,0.9366
santo_domingo_765,0.2989
santo_domingo_766,1.2271
santo_domingo_767,0.6405
santo_domingo_768,0.9583
santo_domingo_769,0.2866
santo_domingo_770,0.2863
santo_domingo_771,1.1774
santo_domingo_772,0.7749
santo_domingo_773,2.1088
santo_domingo_774,1.6217
santo_domingo_775,0.3760
santo_domingo_776,0.7648
santo_domingo_777,1.9695
santo_domingo_778,0.9088
santo_domingo_779,1.2918
santo_domingo_780,1.2821
santo_domingo_781,3.3840
santo_domingo_782,0.4507
santo_domingo_783,2.0595
santo_domingo_784,1.5700
santo_domingo_785,0.5168
santo_domingo_786,1.4311
santo_domingo_787,0.2744
santo_domingo_788,0.6634
santo_domingo_789,0.7673
santo_domingo_790,0.5587
santo_domingo_791,0.4619
santo_domingo_792,3.4349
santo_domingo_793,1.1074
santo_domingo_794,1.9029
