building_id,resident_population
san_jose_1482,1.9214
san_jose_1483,2.2077
san_jose_1000051,2.2860
san_jose_1485,1.5916
san_jose_1486,3.1765
san_jose_1487,1.9761
san_jose_1489,1.4008
san_jose_1493,1.2772
san_jose_1494,1.6383
san_jose_1495,0.6834
san_jose_1496,1.3316
san_jose_1497,1.0087
san_jose_1498,1.0540
san_jose_1500,1.2424
san_jose_1000052,3.1445
san_jose_1000053,0.2286
san_jose_1001505,1.1141
san_jose_1506,1.6062
san_jose_1507,0.7355
san_jose_1508,1.5034
san_jose_1509,1.9678
san_jose_1510,0.9620
san_jose_1512,1.5787
san_jose_1488,1.9219
san_jose_1000054,2.0096
san_jose_1516,1.6113
san_jose_1000055,0.2893
san_jose_1518,2.2799
san_jose_1519,2.2814
san_jose_1000056,0.5642
san_jose_1000057,0.7711
san_jose_1523,0.4275
san_jose_1000058,0.4966
san_jose_1525,0.8828
san_jose_1000059,0.5118
san_jose_1528,1.4255
san_jose_1000060,0.5418
san_jose_1530,2.2675
san_jose_1000061,0.2973
san_jose_1000062,0.3974
san_jose_1000063,0.6877
san_jose_1534,0.8492
san_jose_1535,0.7123
san_jose_1536,0.9493
san_jose_1537,4.0731
san_jose_1538,1.6704
san_jose_1000064,1.6874
san_jose_1540,1.3646
san_jose_1541,0.7351
san_jose_1543,1.2502
san_jose_1544,2.3716
san_jose_1000065,0.1603
san_jose_1000066,1.2035
san_jose_1548,1.0287
san_jose_1549,1.6720
san_jose_1000067,0.7218
san_jose_1000068,3.0165
san_jose_1000069,11.1193
san_jose_1554,0.6063
san_jose_1556,0.9136
san_jose_1559,1.0872
san_jose_1000070,1.5957
san_jose_1561,1.6818
san_jose_1562,2.7042
san_jose_1563,0.8928
san_jose_1566,0.9829
san_jose_1001566,0.3295
san_jose_1567,1.0095
san_jose_1568,2.5324
san_jose_1572,1.9701
san_jose_1573,1.1679
san_jose_1576,0.8252
san_jose_1577,1.0462
san_jose_1578,1.3409
san_jose_1580,0.2842
san_jose_1582,0.9460
san_jose_1586,0.5696
san_jose_1587,0.6740
san_jose_1588,2.0150
san_jose_1000071,3.0910
san_jose_1000072,0.2816
san_jose_1595,0.6654
san_jose_1596,0.8681
san_jose_1000073,0.2076
san_jose_1000074,0.2212
san_jose_1000075,0.2310
san_jose_1600,0.5451
san_jose_1603,0.5152
san_jose_1604,1.0926
san_jose_1609,0.5730
san_jose_1610,0.7775
san_jose_1616,0.5005
san_jose_1000076,0.9940
san_jose_1618,0.8599
san_jose_1000077,3.7286
san_jose_1621,1.4047
san_jose_1622,0.4442
san_jose_1627,0.7439
san_jose_1628,0.3664
san_jose_1630,0.1942
san_jose_1632,0.6247
san_jose_1633,1.9905
san_jose_1634,0.6632
san_jose_1635,1.2284
san_jose_1636,0.9023
san_jose_1637,0.8245
san_jose_1638,0.6571
san_jose_1640,0.2379
san_jose_1641,0.8485
san_jose_1000078,3.6453
san_jose_1645,0.8745
san_jose_1646,0.4977
san_jose_1652,1.6694
san_jose_1653,2.0263
san_jose_1655,2.6125
san_jose_1656,6.1856
san_jose_1000079,2.9901
san_jose_1661,1.5365
san_jose_1663,0.5277
san_jose_1000080,1.2327
san_jose_1000081,3.6305
san_jose_1667,0.4944
san_jose_1668,3.0322
san_jose_1669,0.6041
san_jose_1670,1.0099
san_jose_1671,1.1040
san_jose_1673,0.2345
san_jose_1001673,0.1359
san_jose_1675,0.4004
san_jose_1678,0.1792
san_jose_1681,0.9931
san_jose_1683,1.8201
san_jose_1684,0.7807
san_jose_1688,0.6347
san_jose_1689,1.0800
san_jose_1000082,0.5856
san_jose_1692,19.0020
san_jose_1693,1.3635
san_jose_1694,0.9159
san_jose_1695,0.3825
san_jose_1697,0.6964
san_jose_1698,0.3581
san_jose_1700,0.3966
san_jose_1701,0.4205
san_jose_1702,1.7446
san_jose_1000083,1.0234
san_jose_1707,0.6572
san_jose_1708,0.4039
san_jose_1710,5.0817
san_jose_1711,0.4285
san_jose_1712,0.4696
san_jose_1714,1.4687
san_jose_1717,0.4564
san_jose_1718,0.1341
san_jose_1719,1.3597
san_jose_1723,0.8196
san_jose_1727,0.7516
san_jose_1730,0.3684
san_jose_1731,1.5299
san_jose_1732,0.6103
san_jose_1733,0.9082
san_jose_1000084,1.2633
san_jose_1737,0.7181
san_jose_1738,0.4822
san_jose_1743,2.0610
san_jose_1747,1.8117
san_jose_1752,0.5780
san_jose_1756,0.6927
san_jose_1000085,0.0572
san_jose_1772,2.3425
san_jose_1776,3.3030
san_jose_1778,1.1449
san_jose_1779,1.9284
san_jose_1624,0.5243
san_jose_1000086,0.3031
san_jose_1782,1.4014
san_jose_1783,0.6008
san_jose_1784,2.3575
san_jose_1785,1.1897
san_jose_1000087,2.2755
san_jose_1787,2.3673
san_jose_1788,2.7736
san_jose_1790,0.6303
san_jose_1793,6.7417
san_jose_1796,1.7330
san_jose_1797,0.5555
san_jose_1798,1.4736
san_jose_1800,1.1168
san_jose_1801,0.5826
san_jose_1803,1.0171
san_jose_1807,2.1249
san_jose_1810,6.1816
san_jose_1811,4.3060
san_jose_1000088,0.6866
san_jose_1813,1.8747
san_jose_1814,0.7747
san_jose_1815,0.5785
san_jose_1000089,6.0116
san_jose_1000090,0.0632
san_jose_1820,1.9648
san_jose_1822,11.0516
san_jose_1824,1.2180
san_jose_1825,2.5201
san_jose_1826,2.0567
san_jose_1829,0.3342
san_jose_1830,1.3751
san_jose_1832,2.8321
san_jose_1835,1.6489
san_jose_1837,7.2710
san_jose_1839,1.7091
san_jose_1842,0.9814
san_jose_1844,0.5840
san_jose_1845,1.4821
san_jose_1847,0.0937
san_jose_1848,2.0733
san_jose_1849,5.3290
san_jose_1000091,1.7324
san_jose_1852,0.1958
san_jose_1853,0.0774
san_jose_1855,0.7766
san_jose_1000092,1.9007
san_jose_1000093,1.5071
san_jose_1859,0.0758
san_jose_1860,0.6657
san_jose_1861,0.1665
san_jose_1862,0.0828
san_jose_1863,1.4273
san_jose_1864,2.2194
san_jose_1000094,5.4596
san_jose_1873,0.4337
san_jose_1871,6.6221
san_jose_1000095,0.7266
