lon,lat,vs30_ms
-103.308333,20.708333,354.1
-103.300000,20.708333,288.1
-103.291667,20.708333,596.7
-103.283333,20.708333,900.0
-103.275000,20.708333,900.0
-103.266667,20.708333,460.0
-103.258333,20.708333,606.3
-103.466667,20.700000,268.7
-103.458333,20.700000,205.9
-103.450000,20.700000,298.5
-103.441667,20.700000,379.9
-103.433333,20.700000,406.7
-103.425000,20.700000,375.1
-103.416667,20.700000,398.4
-103.408333,20.700000,409.1
-103.400000,20.700000,406.5
-103.391667,20.700000,392.6
-103.383333,20.700000,365.2
-103.375000,20.700000,364.0
-103.366667,20.700000,356.4
-103.358333,20.700000,354.3
-103.350000,20.700000,358.2
-103.341667,20.700000,324.5
-103.333333,20.700000,306.4
-103.325000,20.700000,332.4
-103.316667,20.700000,347.0
-103.308333,20.700000,361.8
-103.300000,20.700000,280.5
-103.291667,20.700000,419.8
-103.283333,20.700000,577.4
-103.275000,20.700000,900.0
-103.266667,20.700000,900.0
-103.258333,20.700000,700.7
-103.466667,20.691667,282.9
-103.458333,20.691667,270.5
-103.450000,20.691667,283.0
-103.441667,20.691667,354.7
-103.433333,20.691667,356.2
-103.425000,20.691667,356.8
-103.416667,20.691667,351.4
-103.408333,20.691667,371.8
-103.400000,20.691667,374.9
-103.391667,20.691667,377.7
-103.383333,20.691667,358.0
-103.375000,20.691667,314.9
-103.366667,20.691667,306.7
-103.358333,20.691667,317.0
-103.350000,20.691667,335.4
-103.341667,20.691667,333.7
-103.333333,20.691667,278.0
-103.325000,20.691667,310.2
-103.316667,20.691667,325.8
-103.308333,20.691667,340.8
-103.300000,20.691667,278.1
-103.291667,20.691667,358.4
-103.283333,20.691667,373.4
-103.275000,20.691667,466.6
-103.266667,20.691667,618.2
-103.258333,20.691667,756.2
-103.466667,20.683333,480.9
-103.458333,20.683333,316.5
-103.450000,20.683333,309.4
-103.441667,20.683333,345.2
-103.433333,20.683333,324.6
-103.425000,20.683333,325.9
-103.416667,20.683333,331.4
-103.408333,20.683333,328.6
-103.400000,20.683333,318.1
-103.391667,20.683333,320.4
-103.383333,20.683333,324.6
-103.375000,20.683333,319.0
-103.366667,20.683333,311.3
-103.358333,20.683333,286.5
-103.350000,20.683333,285.5
-103.341667,20.683333,308.5
-103.333333,20.683333,281.2
-103.325000,20.683333,318.1
-103.316667,20.683333,327.1
-103.308333,20.683333,289.8
-103.300000,20.683333,277.7
-103.291667,20.683333,276.9
-103.283333,20.683333,336.1
-103.275000,20.683333,325.3
-103.266667,20.683333,320.1
-103.258333,20.683333,393.3
-103.466667,20.675000,588.8
-103.458333,20.675000,466.5
-103.450000,20.675000,344.6
-103.441667,20.675000,379.8
-103.433333,20.675000,338.3
-103.425000,20.675000,314.1
-103.416667,20.675000,306.8
-103.408333,20.675000,317.4
-103.400000,20.675000,329.4
-103.391667,20.675000,324.5
-103.383333,20.675000,315.9
-103.375000,20.675000,320.0
-103.366667,20.675000,321.3
-103.358333,20.675000,298.7
-103.350000,20.675000,277.2
-103.341667,20.675000,236.0
-103.333333,20.675000,284.1
-103.325000,20.675000,310.9
-103.316667,20.675000,282.0
-103.308333,20.675000,217.5
-103.300000,20.675000,247.7
-103.291667,20.675000,261.4
-103.283333,20.675000,216.3
-103.275000,20.675000,301.2
-103.266667,20.675000,257.2
-103.258333,20.675000,286.7
-103.466667,20.666667,645.2
-103.458333,20.666667,567.5
-103.450000,20.666667,494.1
-103.441667,20.666667,390.3
-103.433333,20.666667,344.8
-103.425000,20.666667,321.1
-103.416667,20.666667,315.7
-103.408333,20.666667,312.5
-103.400000,20.666667,309.7
-103.391667,20.666667,318.3
-103.383333,20.666667,326.5
-103.375000,20.666667,328.0
-103.366667,20.666667,332.1
-103.358333,20.666667,311.2
-103.350000,20.666667,255.2
-103.341667,20.666667,225.2
-103.333333,20.666667,262.8
-103.325000,20.666667,282.4
-103.316667,20.666667,266.6
-103.308333,20.666667,231.6
-103.300000,20.666667,211.6
-103.291667,20.666667,243.4
-103.283333,20.666667,240.9
-103.275000,20.666667,279.6
-103.266667,20.666667,230.5
-103.258333,20.666667,303.0
-103.466667,20.658333,292.1
-103.458333,20.658333,688.8
-103.450000,20.658333,582.5
-103.441667,20.658333,348.3
-103.433333,20.658333,335.1
-103.425000,20.658333,327.3
-103.416667,20.658333,323.7
-103.408333,20.658333,315.2
-103.400000,20.658333,303.6
-103.391667,20.658333,303.4
-103.383333,20.658333,319.1
-103.375000,20.658333,321.1
-103.366667,20.658333,321.8
-103.358333,20.658333,313.9
-103.350000,20.658333,274.0
-103.341667,20.658333,204.7
-103.333333,20.658333,253.0
-103.325000,20.658333,296.6
-103.316667,20.658333,308.7
-103.308333,20.658333,263.5
-103.300000,20.658333,271.7
-103.291667,20.658333,251.2
-103.283333,20.658333,227.3
-103.275000,20.658333,250.6
-103.266667,20.658333,262.7
-103.258333,20.658333,301.0
